Marathi Bhav Geet,Marathi Lavni,Asha Bhosale Songs,Indian National Anthem,Michael Jackson Songs,Kishor Kumar Songs,Song
0.0017394684942016424,1.0370943138819152e-08,0.39454012083964385,0.00012724745051379398,2.8131919560541562e-192,0.6035931528446976,mfcc_output_67
1.7604129074778395e-07,6.765640498767467e-75,3.865462501195122e-18,0.006941502616859257,0.99305832134185,7.302860903877787e-49,mfcc_output_98
0.3286741602970423,0.6261461612657,8.36149295658167e-11,0.04517956015597568,7.854151731330847e-60,1.1819766757467136e-07,mfcc_output_99
0.0009271027585229654,1.7877958523665623e-10,0.39618313430488383,6.999235876561737e-05,5.773684975303277e-206,0.602819770399048,mfcc_output_66
0.7259391636902591,2.646115798415806e-10,1.934073124660948e-07,0.27406027115292836,5.0401939519864e-43,3.7148488824089843e-07,mfcc_output_72
0.8526645100094526,4.3028822945396705e-07,0.0036419279152940963,0.13333237772829426,3.357030448079435e-86,0.010360754058729332,mfcc_output_64
0.8095238558258225,3.9211757554943175e-06,0.019763069215257913,0.10420615599383676,7.808777955616776e-98,0.06650299778932697,mfcc_output_70
0.1721186470181944,2.7378335946767536e-27,5.353366550628447e-07,0.8278808176450858,5.6265259236236806e-33,6.483195179100686e-14,mfcc_output_58
0.06456185035704778,0.026073842514448945,0.33927861952022315,0.004623473914778674,2.2975210801853336e-145,0.5654622136935012,mfcc_output_59
0.12411402433280329,7.413457279496138e-22,0.8111364672491888,0.06441984659571959,4.410722765872513e-128,0.00032966182228851937,mfcc_output_71
0.05784664597080546,0.93591795136508,6.97121202946948e-07,0.006218532145908448,3.507508583761181e-83,1.6173397002739486e-05,mfcc_output_65
0.11534443370409342,3.2134829312498503e-32,2.1039217204526723e-05,0.8846345270786755,7.545063057277036e-43,2.6421650356479814e-14,mfcc_output_16
0.0001218555767347587,3.610865873885206e-72,4.1674523160240324e-09,0.9998781402547481,1.0651036839720913e-12,1.3870891742507753e-37,mfcc_output_17
0.00036454814110226374,1.8346686784309672e-79,0.03339862602294029,0.9662368258359579,6.101185225748448e-81,4.4293945983638643e-29,mfcc_output_1
0.8101514421858144,5.334322701631301e-08,5.5104583621726714e-06,0.18980897507301647,1.77364795930099e-56,3.401893958034794e-05,mfcc_output_109
3.2344839069753005e-08,2.93140585715582e-93,3.716056534642926e-16,0.02370377117178262,0.976296196483378,1.3103016258255947e-56,mfcc_output_3
0.0001236734127003078,2.1601465419575417e-07,0.3647507956384816,6.423248003096751e-06,1.476024999288983e-245,0.6351188916861605,mfcc_output_29
0.5091735606520627,2.926234705037386e-20,0.0015624074860793491,0.4892638028760422,9.58450041659828e-68,2.2898581577078087e-07,mfcc_output_15
0.003458768545793394,7.452481953996476e-55,1.8495718033104845e-06,0.9965393818824035,8.88238653814535e-30,1.0953833925935344e-25,mfcc_output_14
0.02940644873755059,6.40927075878251e-05,0.31578185658520197,0.0022464884553083757,5.884463813675638e-151,0.6525011135143512,mfcc_output_28
0.03297276217855586,2.194675239862158e-41,2.526970472983919e-05,0.9670019681167143,4.594518375337698e-41,3.672461983053577e-18,mfcc_output_2
0.0003285890239985478,4.093084378025124e-77,0.0027791074781085136,0.9968923034978929,1.049129649779421e-61,2.0672400348265226e-30,mfcc_output_108
0.34944416293306674,2.1912255798073863e-18,2.387554171369395e-10,0.6505558368277139,4.837586981690749e-21,4.639116362900942e-13,mfcc_output_6
0.010544973990419284,5.519472700205288e-32,0.977531820447918,0.011919839450044427,4.291153964899407e-159,3.3661116182425655e-06,mfcc_output_10
2.271202099763782e-05,0.006506882155848416,0.99158028645137,1.5138468442377604e-06,3.199682505478817e-268,0.0018886055249397555,mfcc_output_38
0.26734208657914765,0.7034878252416619,1.1293575181145928e-09,0.029163696309103634,3.943058610904655e-54,6.390740729479839e-06,mfcc_output_39
0.848799948170892,0.010137098254474767,3.082974948777554e-12,0.14106281900654224,3.999706658384305e-33,1.3456500817479416e-07,mfcc_output_11
0.01327739345183965,3.387256949289981e-10,0.5515244445300813,0.001346073642036368,6.277985290073852e-165,0.43385208803731695,mfcc_output_7
0.002083318868415528,8.044890853449613e-08,0.3886993322702867,0.0001475903192883944,1.8167455925551795e-188,0.6090696780931008,mfcc_output_5
0.4746195349956881,1.8492236732960784e-12,2.588180678036542e-15,0.5253804650018865,5.356950540746763e-13,3.799001107740716e-14,mfcc_output_13
1.0074507575844109e-06,6.148148116870268e-104,4.1393655848354106e-08,0.9999989511555862,1.4314906569137701e-16,1.2017373642134113e-51,mfcc_output_12
0.0010818586924857482,9.209379798033128e-60,0.9646000911960112,0.03431805011149516,8.942496867785662e-171,7.461265281675731e-15,mfcc_output_4
3.243371801809362e-07,5.422124890262688e-71,3.517248091938141e-19,0.008115714233046856,0.9918839614297728,5.0812856446806275e-48,mfcc_output_103
0.00014140002546577426,1.50523522454635e-06,0.4459207699532561,7.274062823356277e-06,2.4816607703999855e-243,0.5539290507232302,mfcc_output_9
0.0025133143281580615,4.579407534773114e-30,0.9958486067556607,0.0013431381187847642,8.659887415354e-205,0.0002949407973968838,mfcc_output_23
0.08481592114402661,1.40491184673935e-25,3.755928118798423e-15,0.9151803558984962,3.722957473502026e-06,8.262790690430728e-21,mfcc_output_37
0.012881514642676343,4.387149767976945e-47,8.012239082234288e-06,0.9871104731182413,8.107626024893678e-36,2.553339858939774e-21,mfcc_output_36
0.42857256496569746,2.2448961727861382e-17,6.883416980807776e-09,0.5714274281258862,4.365531351797193e-28,2.499931939484362e-11,mfcc_output_22
7.375815368649748e-06,8.200268853379186e-78,8.664595075112422e-14,0.3765048119664786,0.6234878122180662,2.3573588036944617e-46,mfcc_output_8
0.00010899336097520168,0.012126784294618472,0.9788131641972185,7.036438193821502e-06,3.610302265484203e-238,0.008944021708994278,mfcc_output_102
9.656127061417015e-09,7.339581999552328e-91,1.3961269967994942e-18,0.006407113046575154,0.993592877297298,5.1929193127333065e-58,mfcc_output_114
5.084575927087849e-05,1.848805576879702e-12,0.1420349054885695,2.9182880741108167e-06,4.5948999793759085e-273,0.8579113304622366,mfcc_output_100
0.0007238415361013822,1.9339545368236024e-52,1.1691238091241042e-14,0.6630532981780657,0.33622286028582143,2.8383061913044863e-34,mfcc_output_34
5.207361147791506e-07,5.559739308483568e-69,7.872737182044735e-19,0.0087340107867324,0.9912654684771529,1.5078317243378924e-46,mfcc_output_20
0.47679100456949913,0.4731214992295032,2.1216519439420202e-07,0.04992812649978841,3.3135419655968813e-63,0.0001591575360149755,mfcc_output_21
6.300747770820828e-05,7.798354031639561e-83,1.5655630578701283e-05,0.9999213368917133,2.318949612722814e-35,4.040217911814558e-37,mfcc_output_35
0.043594658736666146,1.6862028370449692e-15,0.900162846309682,0.008520941163069394,1.1232793198455125e-150,0.04772155379058082,mfcc_output_101
0.29073216723550194,3.4630182104729004e-11,0.5384142652798282,0.04798533523702993,9.264965711127393e-126,0.12286823221300992,mfcc_output_115
4.1865113096736627e-05,6.876619437665958e-10,0.17710888979863398,2.0956166312031377e-06,7.51145297957195e-274,0.8228471487839762,mfcc_output_111
1.9287847097890135e-05,0.010394621315035183,0.9894779477292583,1.6902467426068795e-06,1.0529594492150765e-257,0.00010645286186631341,mfcc_output_105
0.0017710658002621077,2.1331365980301116e-64,0.0009934255844481898,0.9972355086152899,2.643845007584193e-55,8.960831821540106e-26,mfcc_output_31
0.5046412174991697,0.0014007211999687262,0.06725169713860232,0.04643651766729291,3.576258393189824e-113,0.3802698464949663,mfcc_output_25
0.0034987354216356706,0.4783191686469669,0.5156419955335547,0.00031553274548392696,2.688633029018603e-177,0.002224567652359113,mfcc_output_19
0.0023840423383276136,6.259530075934316e-27,0.9943872263452526,0.0008608150650972655,1.9724904148433572e-209,0.002367916251322892,mfcc_output_18
0.019514877457465284,3.343792560779588e-46,0.0001420350985424439,0.9803430874439925,3.335994601895604e-47,3.0051733534144616e-19,mfcc_output_24
0.5785558436074572,1.8099800566643253e-17,0.00028639052966355794,0.42115732136508394,8.853856867225458e-62,4.4449779516582347e-07,mfcc_output_30
0.07706927968995358,4.069512252392652e-29,2.9586611369762885e-11,0.9229307202794272,1.0327874547257693e-12,5.150039633404868e-19,mfcc_output_104
0.04218257374680141,1.6999379902679268e-32,0.8821593862099826,0.07565780924100217,7.138244605343101e-131,2.3080221391910635e-07,mfcc_output_110
0.33455662139185166,2.148474142460541e-25,0.0016634543926053091,0.6637799215889983,8.534272477542801e-65,2.6265448054130048e-09,mfcc_output_106
0.1782154394639126,0.8009334734508994,8.634717150951805e-13,0.020850997566419255,2.9530692856895526e-46,8.951790547419777e-08,mfcc_output_112
3.553453890987083e-05,8.124266956417468e-10,0.16768563109244417,1.7357378297859937e-06,1.130216622753016e-278,0.8322770978183893,mfcc_output_26
0.006899906913442288,7.345065731829533e-47,4.762544720038174e-09,0.9931000883240125,3.561741386319927e-16,3.1648342223111453e-25,mfcc_output_32
0.03473563267809467,0.9613879153427544,0.00018951059342773945,0.003252933312420732,3.3710006674101133e-106,0.00043400807330241627,mfcc_output_33
0.0007101370812447451,0.019217358511810546,0.9266738718968655,4.469501153011022e-05,7.593139954306897e-209,0.05335393749854933,mfcc_output_27
0.7766883956861591,4.175835076240555e-06,3.6399003348495155e-12,0.2233074216263549,5.756896453199614e-27,6.848769588948598e-09,mfcc_output_113
0.00014614440257579121,2.4394293639102416e-79,0.00013264214634644566,0.9997212134510773,9.087884137114082e-45,6.9648862581411755e-34,mfcc_output_107
0.5284528505307604,2.1218340267059765e-15,3.9577207122899194e-08,0.47154710905949093,1.1440282502264233e-33,8.32539659673018e-10,mfcc_output_68
0.032843825805900825,1.6945708838735663e-12,0.76502634598283,0.004534529360832604,5.388732158967235e-155,0.1975952988487418,mfcc_output_40
0.6717449230608902,1.2949742836490872e-10,1.3176290902197091e-09,0.32825506981966246,7.114388965296263e-31,5.672320687124573e-09,mfcc_output_54
0.0014326147043917385,6.2531302194827224e-12,0.48251936321082495,0.0001248127972692989,6.422350653098473e-202,0.5159232092812607,mfcc_output_83
0.00014399858907483676,2.673546811834443e-15,0.23537674895432528,1.0917545447482659e-05,4.5504791357766215e-261,0.7644683349111496,mfcc_output_97
0.0004581043731859141,2.564488037268558e-17,0.4831767941890257,4.632593516152351e-05,1.865997811312318e-245,0.5163187755026272,mfcc_output_96
0.004020418180688371,2.15996392762214e-11,0.5507703494403413,0.00038537168304418986,6.92420882768546e-184,0.4448238606743264,mfcc_output_82
0.1270994913936587,2.5563310415805165e-28,2.8491462712149192e-08,0.8729004801148775,4.0805375440245106e-25,1.0946863053460501e-15,mfcc_output_55
0.27545969551586946,5.208454884714174e-20,4.882345240565648e-11,0.7245403044352869,1.398713220703723e-17,2.0064785302093124e-14,mfcc_output_41
5.691873784637522e-05,3.117155646483358e-53,4.892439224027215e-18,0.07535290087271466,0.9245901803894391,9.523148742406478e-38,mfcc_output_69
0.002157940880587199,5.129587701421768e-50,1.1361737726067207e-12,0.9974502555911451,0.0003918035271318831,6.1748892490235375e-31,mfcc_output_57
0.7808075021350661,5.754249633863634e-08,5.1471397282306065e-08,0.21919136392536098,1.7260473956601493e-42,1.0249256792679964e-06,mfcc_output_43
0.6994672345975027,6.686242514458923e-14,0.00040903116976252296,0.3001111561299532,8.270785601574678e-67,1.2578102714631761e-05,mfcc_output_94
0.008893186637696594,2.9663106938145655e-22,0.9841978385750669,0.0027540225281452954,2.5255267243298417e-174,0.004154952259091018,mfcc_output_80
1.4566698967292435e-06,9.849681639237633e-106,3.179273661642082e-06,0.9999953640564412,2.2572127344591946e-29,4.187413331518858e-49,mfcc_output_81
2.4028952585705604e-06,1.1417677461365305e-104,2.393385628561548e-05,0.9999736632484557,2.4044177739720862e-37,6.936559917179329e-47,mfcc_output_95
0.7144705308274751,1.2419935495872944e-09,4.111810362411737e-09,0.28552942920299385,2.2756494576393393e-34,3.4615727321968816e-08,mfcc_output_42
0.3706436239211083,8.498654591713963e-20,8.830340192958281e-08,0.6293562877540517,2.6803235471586967e-32,2.143782904778652e-11,mfcc_output_56
0.029863937512378466,0.9620090171807028,0.003127313135237256,0.0026064678573202984,2.2785678142934777e-121,0.0023932643143610524,mfcc_output_52
0.0069645872758619986,0.000321948197985031,0.44343277096579203,0.000459616382561822,8.821801218884459e-172,0.548821077177799,mfcc_output_46
0.8561065051532624,0.006109176090540797,7.132055053849058e-11,0.13778357627274967,2.2710388187975753e-37,7.424121265033987e-07,mfcc_output_91
0.1567509415595862,0.8271653699089728,2.868789834461139e-08,0.016059544307018465,6.849394569506256e-65,2.4115536524118558e-05,mfcc_output_85
0.00036808485552789323,1.5918051371194603e-05,0.5365264398067763,2.0215741504559074e-05,6.604566681878569e-222,0.46306934154481993,mfcc_output_84
0.0025831595917173403,1.473728267444421e-59,7.698662171133794e-05,0.9973398537865712,4.721548308981549e-43,1.8362650397235856e-25,mfcc_output_90
0.03902508554661465,3.571607172223251e-46,0.1350645909183681,0.8259103235350048,9.696346356378309e-90,1.2709467842254271e-14,mfcc_output_47
3.618700243383024e-07,7.766935604196398e-73,1.0688899990962514e-17,0.009708931648492812,0.9902907064814831,2.4593542965014496e-47,mfcc_output_53
9.611720308350898e-09,5.58445372620181e-91,1.9930799219390556e-18,0.006277388740441047,0.9937226016478385,7.179668134824695e-58,mfcc_output_45
0.0018178649598701473,0.019549921436276336,0.8573098851497796,0.00011427335861624994,2.6343046206200685e-195,0.121208055095458,mfcc_output_51
0.203524394423756,0.7762748903695994,2.663368868587373e-05,0.01874471152346538,7.999930644537468e-85,0.001429369994493204,mfcc_output_79
3.908100658307405e-08,2.0271820433610517e-85,2.1940163029195592e-17,0.008254665127539687,0.9917452957914537,1.2155753862636714e-53,mfcc_output_86
0.026654021241812268,7.675676568810855e-46,0.0016398128204227545,0.9717061659377649,4.0934300181542874e-59,1.3874298576998214e-17,mfcc_output_92
0.004794454918522563,1.1201671813125142e-07,0.3952125848769928,0.00036623527271638275,9.947414692183618e-176,0.5996266129150502,mfcc_output_93
0.01611881761052968,1.8580137570760092e-49,0.0016828715748869257,0.9821983108145832,6.756640633334119e-59,4.519453698574893e-19,mfcc_output_87
0.0009412524333846742,3.326166942665352e-61,8.061615109803765e-08,0.9990586669504641,3.210252324179869e-20,1.6502035922254334e-30,mfcc_output_78
0.00019013722530438946,6.004369771009561e-10,0.28231574710871543,1.1538166054923256e-05,6.183219849850269e-236,0.7174825768994882,mfcc_output_50
6.604919996814474e-08,1.0636257476221666e-78,3.329427016890892e-19,0.006021860888421827,0.9939780730623782,3.763861837632789e-52,mfcc_output_44
