Marathi Bhav Geet,Marathi Lavni,Kishor Kumar Songs,Indian National Anthem,Michael Jackson Songs,Asha Bhosale Songs,Song
0.002555710517335226,0.9953905272447083,1.2341279495851999e-71,2.3656592046998025e-92,3.381513719073369e-123,0.0020537622379564833,mfcc_output_10
2.1699512589411697e-12,1.575167524885786e-07,0.8649798448016787,3.326032458194349e-70,1.298682362398498e-14,0.13501999767938574,mfcc_output_38
0.99948192426249,0.0005180757375098716,0.0,3.1845295493708682e-21,1.9230066017536935e-126,4.912468008159494e-20,mfcc_output_39
0.9447538189457594,0.05524618104536928,2.7880549135920334e-296,2.1961155781813804e-33,9.500006313974766e-111,8.871489202846042e-12,mfcc_output_11
0.009049156993750817,0.9904557489681795,2.1937642367723017e-106,6.340158359828071e-38,2.1180559274557508e-35,0.0004950940380698464,mfcc_output_7
2.535768395737995e-09,6.385001111104529e-05,2.456816461036267e-05,7.126791452744679e-69,2.912722614724208e-19,0.9999115792885103,mfcc_output_5
0.9444347563025345,0.05556524367542475,1.5720412658897163e-293,4.222037859817154e-36,2.7835661850954857e-118,2.204091751359246e-11,mfcc_output_13
2.71786932229726e-06,0.002745626718120951,2.0282630266100419e-100,6.644799126790655e-16,0.9972516554124959,6.020647898604533e-14,mfcc_output_12
0.17972679040635922,0.82027064840044,7.956777832343691e-178,3.5817673270192917e-41,2.447909979247429e-77,2.5611932005791965e-06,mfcc_output_4
2.2890471289898286e-06,0.0014885691716056697,7.203609464539362e-140,1.205635707603064e-09,0.9985091405756295,1.3809232507708553e-21,mfcc_output_103
1.1585390789670741e-10,1.2354485033029364e-05,0.9981065067413801,2.3061235570869907e-118,4.490167664877617e-55,0.0018811386577329784,mfcc_output_9
2.559500351521647e-10,1.2552251905023558e-05,0.4570302357937307,5.0139218884871356e-86,1.0461133852334163e-27,0.5429572116984144,mfcc_output_23
0.9999839710039997,1.6027760372385092e-05,0.0,1.2356281638270558e-09,3.5468574597903536e-116,1.3637884061969104e-29,mfcc_output_37
0.9579767850290233,0.042023214970660375,4.8104132255183e-311,2.016609250614686e-27,2.0843538711273495e-97,3.1655211831060534e-13,mfcc_output_36
0.9840563315451245,0.01594366845487524,0.0,2.0450100620546018e-20,6.082680974043044e-88,2.6948760133066724e-16,mfcc_output_22
4.321377403034745e-06,0.0008209645042321092,1.14524016215468e-173,1.8138779106366163e-08,0.9991746959795857,9.596907224621399e-24,mfcc_output_8
7.16365117825598e-09,0.00019873318464829552,0.0003335716122426588,1.9942379059480521e-84,1.8103570195663302e-33,0.9994676880394581,mfcc_output_102
0.6926499997983986,0.3065065174392535,1.92732474e-316,0.0008434827623475204,3.241970502697466e-17,2.1398896413719514e-23,mfcc_output_114
1.0502258188707084e-09,4.040197318510062e-05,0.05172915896957857,3.3092634752591186e-83,7.100698347222018e-28,0.9482304380070107,mfcc_output_100
0.011798624318720089,0.9881791892723051,2.212820197981585e-148,7.287203182683198e-14,2.218640274337991e-05,6.158540808624368e-12,mfcc_output_34
2.572199212164275e-05,0.003336672682283047,9.696138545299884e-173,6.6480214388055964e-09,0.9966375986775737,2.821926755146068e-21,mfcc_output_20
0.9988080118955125,0.0011919881044872781,0.0,3.4563753054611672e-34,1.5945152676799286e-160,3.744749076644409e-16,mfcc_output_21
0.27683682249185854,0.0006883162071263829,0.0,0.7224748613010152,2.06954281956014e-35,8.219552684358332e-36,mfcc_output_35
0.0069712885596396705,0.9917987425484446,9.279925946941884e-100,3.396736444371677e-39,8.752655776035604e-35,0.001229968891915309,mfcc_output_101
0.054209138015453774,0.9455705922664362,9.72016210146563e-139,4.457272549585981e-59,2.352692898622865e-99,0.0002202697181102278,mfcc_output_115
4.071548783190031e-12,3.279471040620972e-07,0.7385994788123112,1.7692002724032189e-82,4.7908443021179004e-20,0.26140019323651315,mfcc_output_111
1.4158567246837743e-08,0.00027316655967720707,1.2602045780474933e-08,6.474338766640973e-58,4.743822704264859e-13,0.9997268066792354,mfcc_output_105
0.0243283225485905,5.255924442474887e-06,0.0,0.975666421526967,6.6487807432951795e-34,1.425889077392186e-49,mfcc_output_31
0.02246039364518346,0.9773597251356109,4.01765801535955e-125,1.2317793150764957e-40,1.0777517316842428e-49,0.00017988121920544832,mfcc_output_25
0.08323742246573305,0.9167616267630366,1.3790765590098035e-163,1.4982498817987779e-32,2.201209742195883e-49,9.507712303545031e-07,mfcc_output_19
4.738848900612838e-10,2.1555867135199494e-05,0.29127885289364197,1.38764202822824e-85,3.385426727968223e-28,0.708699590765338,mfcc_output_18
0.06907405992694053,0.9309259400687624,6.764102858154422e-195,3.3576055554759285e-12,8.634163765916326e-13,7.636490220777692e-14,mfcc_output_24
0.13364011099360132,0.8663587526244678,2.181990520957488e-173,1.0353125607844916e-35,1.8390246218076086e-61,1.136381930511391e-06,mfcc_output_30
0.9964510491782655,0.003539404678999734,0.0,9.546142734777895e-06,3.4565380637099114e-55,2.2423229302063789e-26,mfcc_output_104
3.708766426914645e-07,0.004705016268826049,5.908559477076361e-12,1.158890864554627e-85,5.96162378719037e-47,0.9952946128486226,mfcc_output_110
0.9826519664508138,0.017338210221730373,0.0,9.823327455956975e-06,2.2670822032478183e-43,1.603207540017083e-24,mfcc_output_106
0.9999730273391372,2.697266085837632e-05,0.0,4.35590667748677e-15,3.0511199899940854e-134,7.621660915537716e-26,mfcc_output_112
1.5912772853054904e-11,9.195906322954441e-07,0.7483104053895089,1.144798529548665e-65,4.183920548224104e-13,0.25168867500352793,mfcc_output_26
0.029037504583588013,0.9709617073776224,1.639314541015755e-142,4.376318985999967e-28,9.390024402170026e-31,7.880387899498057e-07,mfcc_output_32
0.9809765597622639,0.019023440237580718,0.0,1.3891385806649232e-30,1.0549498089367892e-115,1.5539127967067577e-13,mfcc_output_33
0.021753367734075855,0.00018645616577774772,0.0,0.978060176100146,1.7248180909969498e-16,2.2263413709769163e-46,mfcc_output_27
0.9998844430624673,0.00011064644600508802,0.0,4.910491527733749e-06,1.4287852100007851e-83,3.1103686403532776e-30,mfcc_output_113
0.0005129863439988928,0.008456163598235299,8.365272740801345e-267,0.002014175181958023,0.9890166748758076,1.7223964870474973e-31,mfcc_output_107
0.9704739188801719,0.029526081119827675,0.0,5.421336661951266e-16,3.8905015292293514e-69,3.0316613187077275e-17,mfcc_output_68
9.106722567969849e-06,0.04927044748410476,3.8752362281679225e-23,2.374600507368246e-83,2.135104436871382e-57,0.9507204457933272,mfcc_output_40
0.9989557599679596,0.0010442400320240575,0.0,1.61112473235712e-14,3.360765197227634e-96,7.517365542251906e-22,mfcc_output_54
1.6715888613550278e-07,0.001556146219283524,3.2050672851987577e-16,1.4576408888020927e-67,1.0062032786436844e-27,0.9984436866218303,mfcc_output_83
1.5173764475987016e-08,0.00026576955963165293,1.3523233106192775e-08,2.951958792177505e-73,7.709791086474903e-27,0.9997342017433708,mfcc_output_97
1.288306869801409e-11,1.060027105280986e-06,0.8345512200443346,1.672222003579659e-92,1.9688126041349936e-27,0.16544771991567714,mfcc_output_96
3.525894587202637e-11,3.2631140419156402e-06,0.9489497351450196,2.5935757321560234e-103,5.547915137479035e-37,0.0510470017056797,mfcc_output_82
0.9970942889561984,0.0029057108858024433,0.0,1.5799892676768354e-10,2.715709070800123e-73,7.518075337149617e-23,mfcc_output_55
0.9998998150997594,0.00010018490013112544,0.0,1.0947305734948352e-13,9.859559593528472e-116,5.288436048622645e-25,mfcc_output_41
0.9953186819285589,0.002643889369104399,0.0,0.0020374287023364507,1.598001945834488e-48,2.2469013254385635e-29,mfcc_output_69
3.1937026971238404e-06,0.0008475093946884266,5.492276418460946e-169,2.665813991624798e-08,0.9991492702444743,2.964114274924816e-24,mfcc_output_57
7.785755693706507e-06,0.0010293539044331503,3.2057822912154225e-185,8.479128122691397e-08,0.9989627755485916,1.5358851721224678e-24,mfcc_output_43
0.002000090087466311,0.9540590627832698,9.314867523544598e-72,2.0424254697669845e-43,4.767088544037929e-29,0.04394084712926402,mfcc_output_94
2.048904913101946e-08,0.00039347980879674276,1.6560082426851196e-07,5.5475121278848505e-80,3.310755070172695e-33,0.99960633410133,mfcc_output_80
0.193155368342697,2.3451830973034402e-06,0.0,0.8068422864742057,1.3735079118407692e-65,7.35451435025002e-44,mfcc_output_81
0.06608808015059799,0.001027257863061983,0.0,0.9328846619863398,4.985094090121851e-22,7.570507706193215e-37,mfcc_output_95
0.9995570191966164,4.6400688628534434e-05,0.0,0.0003965801147552961,1.6536632539172797e-81,2.228657069747165e-33,mfcc_output_42
0.7752000814433231,0.22479991851901987,7.571760151114806e-261,3.8706485216698485e-27,3.6630182177281967e-76,3.7656852865385275e-11,mfcc_output_56
0.02948165666479818,0.9698385069397178,1.103346815130313e-125,5.488438187923833e-53,3.70757488693088e-77,0.0006798363954839683,mfcc_output_52
1.3390090209210165e-05,0.03957268666379871,9.654254859963076e-34,2.3210631555682117e-59,8.422093069206433e-31,0.9604139232459921,mfcc_output_46
0.9958353709721762,0.004164629027823658,0.0,5.232129308447511e-25,3.422686722347331e-116,1.55557465910024e-16,mfcc_output_91
0.9985818945025257,0.0014181054938844362,0.0,3.589737777820874e-12,2.962601611189238e-85,1.0354942335001481e-22,mfcc_output_85
4.77916170435639e-08,0.0006060743236250799,1.1206948864356459e-12,2.1270882899428104e-64,2.410093935044465e-21,0.999393877883637,mfcc_output_84
0.03110194577572539,7.062887383027618e-06,0.0,0.9688909913368917,1.6641789816636237e-40,8.686503511317289e-45,mfcc_output_90
0.010574315861507543,0.9856339750343974,1.1307271047620765e-99,7.513989341051241e-71,7.279209281851182e-100,0.0037917091040953793,mfcc_output_47
0.2817147935901295,0.7182814094398469,3.3224557638724136e-184,4.946028064733091e-62,1.0037449285966744e-135,3.796970024205995e-06,mfcc_output_53
0.672976952786301,0.3270230057764371,1.8400231925522477e-291,4.143726217067313e-08,1.3641218236591683e-26,6.694318843102517e-19,mfcc_output_45
8.568578501814312e-07,0.005540183478439076,4.1103583943065417e-22,2.2174173283380787e-58,1.1754812603738624e-21,0.9944589596637108,mfcc_output_51
0.9966100019605248,0.0033899980394750534,0.0,1.351690026042e-19,2.628594510845291e-101,2.144516532187291e-18,mfcc_output_79
0.008933812270523039,0.9856648015750933,5.353098285601209e-96,5.343611036463462e-71,1.721981114607393e-97,0.005401386154383193,mfcc_output_86
0.1333243820516511,0.8666703348878952,3.327382467698272e-169,2.8035116056863223e-41,3.14247511714753e-73,5.283060453360663e-06,mfcc_output_92
4.4832827054401767e-07,0.00325872994549391,1.7355526179317374e-19,1.874276591665844e-67,2.0807435003738413e-30,0.9967408217262356,mfcc_output_93
0.13052829693114748,0.0027271293512495694,0.0,0.8667445737176027,4.89075472311503e-22,6.175393497861808e-35,mfcc_output_87
0.002679860376173971,0.8890420275340918,1.293870318404906e-73,1.265611289178472e-60,1.4772542965406954e-60,0.10827811208973445,mfcc_output_78
6.503991146791326e-10,7.269239187196114e-05,0.9998653199153539,9.114822308132985e-131,4.286009382791314e-76,6.198704237507517e-05,mfcc_output_50
2.3387344148075225e-06,0.001319560696863489,3.1540185472802547e-124,5.248092431210496e-13,0.9986781005681971,2.8775194956641294e-17,mfcc_output_44
